id,name,role
1000001,Margot Robbie,Barbie
1000001,Ryan Gosling,Ken
1000001,America Ferrera,Gloria
1000001,Ariana Greenblatt,Sasha
1000001,Issa Rae,Barbie
1000001,Kate McKinnon,Barbie
1000001,Alexandra Shipp,Barbie
1000001,Emma Mackey,Barbie
1000001,Hari Nef,Barbie
1000001,Sharon Rooney,Barbie
1000001,Ana Cruz Kayne,Barbie
1000001,Ritu Arya,Barbie
1000001,Dua Lipa,Barbie
1000001,Nicola Coughlan,Barbie
1000001,Emerald Fennell,Midge
1000001,Simu Liu,Ken
1000001,Kingsley Ben-Adir,Ken
1000001,Ncuti Gatwa,Ken
1000001,Scott Evans,Ken
1000001,John Cena,Ken
1000001,Michael Cera,Allan
1000001,Rhea Perlman,Ruth
1000001,Helen Mirren,Narrator (voice)
1000001,Will Ferrell,Mattel CEO
1000001,Connor Swindells,Aaron Dinkins
1000001,Jamie Demetriou,Mattel Executive #1
1000001,Andrew Leung,Mattel Executive #2
1000001,Will Merrick,Young Mattel Employee
1000001,Zheng Xi Yong,An Even Younger Mattel Employee
1000001,Asim Chaudhry,Warehouse Employee
1000001,Ray Fearon,Dan at the FBI
1000001,Erica Ford,Skipper
1000001,Hannah Khalique-Brown,Growing Up Skipper
1000001,Mette,Barbie Video Girl
1000001,Marisa Abela,Teen Talk Barbie
1000001,Lucy Boynton,Proust Barbie
1000001,Rob Brydon,Sugar Daddy Ken
1000001,Tom Stourton,Earring Magic Ken
1000001,Chris Taylor,Ken Emcee
1000001,David Mumeni,Footrub Ken
1000001,Olivia Brody,2001 Girl
1000001,Isla Ashworth,2001 Girl
1000001,Eire Farrell,2001 Girl
1000001,Daisy Duczmal,2001 Girl
1000001,Genvieve Toussaint,Young Sasha
1000001,Isabella Nightingale-Mercado,Girl Making Weird Barbie
1000001,Millie-Rose Crossley,Advertisement Girl
1000001,Anvita Nehru,Advertisement Girl
1000001,Kayla-Mai Alvares,Advertisement Girl
1000001,Luke Mullen,Guy at the Beach
1000001,Patrick Luwis,Guy at the Beach
1000001,Mac Brandt,Construction Worker
1000001,Paul Jurewicz,Construction Worker
1000001,Oraldo Austin,Construction Worker
1000001,Benjamin Arthur,Construction Worker
1000001,Carlos Jacott,Policeman
1000001,Adam Ray,Policeman
1000001,George Basil,Boutique Owner
1000001,Ptolemy Slocum,Corporate Man
1000001,Deb Hiett,Doctor
1000001,James Leon,Life-Guard
1000001,Oliver Vaquer,Businessman
1000001,Tony Noto,Businessman
1000001,Christopher T. Wood,Businessman
1000001,Ann Roth,The Woman on the Bench
1000001,Annie Mumolo,Anxiety Mom
1000001,Elise Gallup,Warning Girl
1000001,McKenna Roberts,Junior High Friend
1000001,Brylee Hsu,Junior High Friend
1000001,Sasha Milstein,Junior High Friend
1000001,Lauren Holt,Time Mom
1000001,Sterling Jones,Mattel Agent
1000001,Ryan Piers Williams,El Esposo de Gloria
1000001,Jamaal Lewis,Muscle Beach Guy
1000001,Kathryn Akin,Doctor Receptionist
1000001,Grace Jabbari,Dancer
1000001,Ira Mandela Siobhan,Dancer
1000001,Lisa Spencer,Dancer
1000001,Naomi Weijand,Dancer
1000001,Tom Clark,Dancer
1000001,Ireanne Abenoja,Dancer
1000001,Davide Albonetti,Dancer
1000001,Charlotte Anderson,Dancer
1000001,Michael Anderson,Dancer
1000001,Rico Bakker,Dancer
1000001,James Bamford,Dancer
1000001,William John Banks,Dancer
1000001,Callum Bell,Dancer
1000001,Adam Blaug,Dancer
1000001,Mason Boyce,Dancer
1000001,Taylor Bradshaw,Dancer
1000001,Alex Brown,Dancer
1000001,Miekaile Browne,Dancer
1000001,Lewis Calcutt,Dancer
1000001,Nikkita Chadha,Dancer
1000001,Oliver Chapman,Dancer
1000001,Megan Charles,Dancer
1000001,Callum Clack,Dancer
1000001,Danny Coburn,Dancer
1000001,Kat Collings,Dancer
1000001,Adam Crossley,Dancer
1000001,Sia Dauda,Dancer
1000001,Gustave Die,Dancer
1000001,Grace Durkin,Dancer
1000001,Joelle Dyson,Dancer
1000001,Lewis Easter,Dancer
1000001,Onyemachi Ejimofor,Dancer
1000001,Cameron Everitt,Dancer
1000001,Luke Field-Wright,Dancer
1000001,Sasha Flesch,Dancer
1000001,Adam Fogarty,Dancer
1000001,Michael John French,Dancer
1000001,Anna-Kay Gayle,Dancer
1000001,Charlie Goddard,Dancer
1000001,Marlie Goddard,Dancer
1000001,Ellis Harman,Dancer
1000001,Yasmin Harrison,Dancer
1000001,Josh Hawkins,Dancer
1000001,James Healy,Dancer
1000001,Tim Hodges,Dancer
1000001,Mira Jebari,Dancer
1000001,Beccy Jones,Dancer
1000001,Thomas Kalek,Dancer
1000001,Lily Laight,Dancer
1000001,Maiya Leeke,Dancer
1000001,Cristian Liberti,Dancer
1000001,Prodromos Marneros,Dancer
1000001,Nahum McLean,Dancer
1000001,Jordan Melchor,Dancer
1000001,Ramzan Miah,Dancer
1000001,Andy Monaghan,Dancer
1000001,Florivaldo Mossi,Dancer
1000001,Hannah Nazareth,Dancer
1000001,Grant Neal,Dancer
1000001,Freja Nicole,Dancer
1000001,Shaun Niles,Dancer
1000001,Ella Nonini,Dancer
1000001,Jack William Parry,Dancer
1000001,Josie Pocock,Dancer
1000001,Barnaby Quarendon,Dancer
1000001,Redmand Rance,Dancer
1000001,Zara Richards,Dancer
1000001,Liam Riddick,Dancer
1000001,Alana Rixon,Dancer
1000001,Adam Paul Robertson,Dancer
1000001,Kingdom Sibanda,Dancer
1000001,Sebastian Skov,Dancer
1000001,Aaron J. Smith,Dancer
1000001,Joshua Smith,Dancer
1000001,Lucia-Rose Sokolowski,Dancer
1000001,Janine Somcio,Dancer
1000001,Alex Sturman,Dancer
1000001,Callum Sterling,Dancer
1000001,Todd Talbot,Dancer
1000001,Charles Tatman,Dancer
1000001,Grant Thresh,Dancer
1000001,Connor Tidman,Dancer
1000001,Wahchi Vong,Dancer
1000001,Jerry Wan,Dancer
1000001,Sasha Wareham,Dancer
1000001,Stan West,Dancer
1000001,Oliver Wheeler,Dancer
1000001,Josh Wild,Dancer
1000001,Joe Wolstenholme,Dancer
1000001,Richard Womersley,Dancer
1000001,Ashley Young,Dancer
1000001,Naomi Watts,Barbie
1000002,Song Kang-ho,Kim Ki-taek
1000002,Lee Sun-kyun,Park Dong-ik
1000002,Cho Yeo-jeong,Yeon-kyo
1000002,Choi Woo-shik,Ki-woo
1000002,Park So-dam,Ki-jung
1000002,Lee Jung-eun,Moon-gwang
1000002,Jang Hye-jin,Chung-sook
1000002,Park Myung-hoon,Geun-se
1000002,Jung Ji-so,Da-hye
1000002,Jung Hyeon-jun,Da-song
1000002,Park Keun-rok,Driver Yoon
1000002,Jung Yi-seo,Pizza manager
1000002,Cho Jae-myung,Pizza man
1000002,Jeong Ik-han,Neighbor
1000002,Kim Kyu-baek,Drunk 1
1000002,Ahn Seong-bong,Street man
1000002,Yoon Young-woo,Benz Dealer
1000002,Park Jae-wook,VR Specialist
1000002,Lee Dong-yong,Drunk 2
1000002,Jeon Eun-mi,Mart cashier
1000002,Kim Geon,Party man
1000002,Lee Joo-hyung,Party man
1000002,Lee Ji-hye,A Singer
1000002,Kim Bo-ryeong,Cellist
1000002,Park Hye-sook,Party woman
1000002,Baek Seung-hwan,Party man
1000002,Riccardo Ferraresso,Italy Chef
1000002,Ko Kwan-jae,Doctor
1000002,Lee Si-hoon,Detective
1000002,Seo Bok-hyeon,JTBC Reporter
1000002,Shim Soo-mi,JTBC Reporter
1000002,Yoon Hye-ree,JTBC Reporter
1000002,Andreas Fronk,German father
1000002,Anna Elisabeth Rihlmann,German mother
1000002,Rosie Peralta,Southeast asian housekeeper
1000002,Shin Seung-min,Namgung Hyun-ja
1000002,Park Seo-jun,Min-hyuk
1000002,Kwak Sin-ae,Judge (voice)
1000002,Choi Jeong-hyun,Assistant Chef
1000002,Kim Ha-eon,Party Kid
1000002,Lee Eun-hee,Real Estate Woman
1000002,Choi Ji-won,Party Woman
1000002,Park Jae-wan,Designer Lee Ha-bong
1000002,Hwang In-gyeong,PC Room Staff
1000002,Kim Yeong-jo,Party Man
1000002,Kim Jung-woo,Party Man
1000002,Lee Sang-kyung,Party Woman
1000002,Lee Si-hoo,Golf Player
1000002,Ahn Jin-sang,Shelter Official
1000003,Michelle Yeoh,Evelyn Wang
1000003,Ke Huy Quan,Waymond Wang
1000003,Stephanie Hsu,Joy Wang / Jobu Tupaki
1000003,James Hong,Gong Gong
1000003,Jamie Lee Curtis,Deirdre Beaubeirdre
1000003,Jenny Slate,Big Nose
1000003,Harry Shum Jr.,Chad
1000003,Tallie Medel,Becky Sregor
1000003,Biff Wiff,Rick
1000003,Sunita Mani,TV Musical - Queen
1000003,Aaron Lazar,TV Musical - Soldier
1000003,Brian Le,Alpha Jumper - Trophy
1000003,Andy Le,Alpha Jumper - Bigger Trophy
1000003,Neravana Cabral,Security Guard
1000003,Chelsey Goldsmith,Security Guard
1000003,Craig Henningsen,Security Guard
1000003,Anthony Molinari,Police - Confetti
1000003,Dan Brown,Police - Salsa
1000003,Anthony N.,Police - Luchador
1000003,Cara Marie Chooljian,Alpha Jumper - Jogger
1000003,Randall Archer,Alpha Jumper - Edgelord
1000003,Efka Kvaraciejus,Alpha Jumper - SWAT
1000003,Peter Banifaz,Alpha RV Officer
1000003,Audrey Wasilewski,Alpha RV Officer
1000003,Li Jing,Kung Fu Master
1000003,Dylan Henry Lau,Young Boy Waymond
1000003,Boon Pin Koh,Maternity Doctor
1000003,Timothy Eulich,Laundromat Police
1000003,Daniel Scheinert,District Manager
1000003,Michiko Nishiwaki,Kung Fu Competitor / Co-Star
1000003,Jane Lui,Opera Evelyn (voice)
1000003,Jason Hamer,Raccacoonie Puppeteer
1000003,Timothy Ralston,Raccacoonie Puppeteer
1000003,Hiroshi Yada,Raccacoonie Puppeteer
1000003,Randy Newman,Raccacoonie (voice) (uncredited)
1000003,Amanda MacLeod,Dominatrix (uncredited)
1000004,Edward Norton,Narrator
1000004,Brad Pitt,Tyler Durden
1000004,Helena Bonham Carter,Marla Singer
1000004,Meat Loaf,Robert Paulson
1000004,Jared Leto,Angel Face
1000004,Zach Grenier,Richard Chesler (Regional Manager)
1000004,Holt McCallany,The Mechanic
1000004,Eion Bailey,Ricky
1000004,Richmond Arquette,Intern at Hospital
1000004,David Andrews,Thomas at Remaining Men Together
1000004,George Maguire,Group Leader at Remaining Men Together
1000004,Eugenie Bondurant,Weeping Woman - Onward and Upward
1000004,Christina Cabot,Group Leader - Partners in Positivity
1000004,Sydney 'Big Dawg' Colston,Speaker - Free and Clear
1000004,Rachel Singer,Chloe
1000004,Christie Cronenweth,Airline Check-In Attendant
1000004,Tim DeZarn,Federated Motor Co. - Inspector Bird
1000004,Ezra Buzzington,Federated Motor Co. - Inspector Dent
1000004,Dierdre Downing-Jackson,Business Woman on Plane
1000004,Bob Stephenson,Airport Security Officer
1000004,Charlie Dell,Doorman at Person Towers
1000004,Rob Lanza,Man in Suit
1000004,David Lee Smith,Walter
1000004,Joel Bissonnette,Food Court Maitre d'
1000004,Evan Mirand,'Steph'
1000004,Robby Robinson,Next Month's Opponent
1000004,Lou Beatty Jr.,Cop at Marla's Building
1000004,Thom Gossom Jr.,Detective Stern
1000004,Valerie Bickford,Cosmetics Buyer
1000004,Peter Iacangelo,Lou
1000004,Carl Ciarfalio,Lou's Body Guard
1000004,Stuart Blumberg,Car Salesman
1000004,Todd Peirce,First Man at Auto Shop
1000004,Mark Fite,Second Man at Auto Shop
1000004,Matt Winston,Seminary Student
1000004,Joon Kim,Raymond K. Hessel
1000004,Bennie Moore,Bus Driver with Broken Nose
1000004,Lauren Sánchez,Channel 4 Reporter
1000004,Pat McNamara,Commissioner Jacobs
1000004,Tyrone R. Livingston,Banquet Speaker
1000004,Owen Masterson,Airport Valet
1000004,David Jean Thomas,Policeman
1000004,Paul Carafotes,Salvator - Winking Bartender
1000004,Christopher John Fields,Proprietor of Dry Cleaners
1000004,Anderson Bourell,Bruised Bar Patron #1
1000004,Scotch Ellis Loring,Bruised Bar Patron #2
1000004,Michael Shamus Wiles,Bartender in Halo
1000004,Andi Carnick,Hotel Desk Clerk
1000004,Ed Kowalczyk,Waiter at Clifton's
1000004,Leonard Termo,Desk Sergeant
1000004,Van Quattro,Detective Andrew
1000004,Markus Redmond,Detective Kevin
1000004,Michael Girardin,Detective Walker
1000004,Michael Arturo,BMW Salesman. (uncredited)
1000004,Greg Bronson,Fight Spectator (uncredited)
1000004,Matt Cinquanta,Fighter (uncredited)
1000004,Paul Dillon,Irvin (uncredited)
1000004,Eddie Hargitay,Chanting Fighter (uncredited)
1000004,Phil Hawn,Banquet Guest (uncredited)
1000004,Bruce Holman,Waiter in Bridgeworth Suites Corporate Video (uncredited)
1000004,Jawara,Fight Patron Saying 'I don't know. What's going on?' (uncredited)
1000004,Baron Jay,Waiter (uncredited)
1000004,Jim Jenkins,Restaurant Maitre D' (uncredited)
1000004,Kevin Scott Mack,Passenger Clutching Armrest (uncredited)
1000004,Trey Ore,Fight Club Patron / Guy #2 in Video Store (uncredited)
1000004,Louis Ortiz,Fight Spectator (uncredited)
1000004,Hugh Peddy,Fight Club Man (uncredited)
1000004,J.T. Pontino,Fight Club Man (uncredited)
1000004,Chad Randau,Waiter (uncredited)
1000004,Marcio Rosario,Fighter (uncredited)
1000004,Gregory Silva,Riley Wilde - Fighter (uncredited)
1000004,Brian Tochi,Fight Bully (uncredited)
1000004,Michael Zagst,Support Group Member (uncredited)
1000004,Marc Cinquanta,Space Monkey (uncredited)
1000004,Summer Moore,Marla's Neighbor (uncredited)
1000005,Ryan Gosling,Sebastian
1000005,Emma Stone,Mia
1000005,John Legend,Keith
1000005,Rosemarie DeWitt,Laura
1000005,J.K. Simmons,Bill
1000005,Amiée Conn,Famous Actress
1000005,Terry Walters,Linda
1000005,Thom Shelton,Coffee Spiller
1000005,Cinda Adams,Casting Director
1000005,Callie Hernandez,Tracy
1000005,Jessica Rothe,Alexis
1000005,Sonoya Mizuno,Caitlin
1000005,Claudine Claudio,Karen
1000005,Jason Fuchs,Carlo
1000005,D.A. Wallach,80's singer
1000005,Trevor Lissauer,Valet
1000005,Olivia Hamilton,Bree
1000005,Anna Chazelle,Sarah / Hula Hooper
1000005,Marius de Vries,Clyde
1000005,Finn Wittrock,Greg Earnest
1000005,Josh Pence,Josh
1000005,Nicole Coulon,Josh's Fiance
1000005,Damon Gupton,Harry
1000005,Christopher Michael Stevens,Malcolm
1000005,Keith Harris,Cole
1000005,Kaveh Rastegar,Tom
1000005,David Douglas,Ty
1000005,Miles Anderson,Alistair
1000005,Bobo Chang,Photographer's Assistant
1000005,Meagen Fay,Mrs. Dolan
1000005,John Hindman,Frank
1000005,Valarie Rae Miller,Amy Brandt
1000005,Nicole Wolf,Amy Brandt's Assistant
1000005,Corrin Evans,New Barista
1000005,Kiff VandenHeuvel,New Coffee Shop Manager
1000005,Tom Everett Scott,David
1000005,Hemky Madera,Jimmy
1000005,Zoë Hall,Chelsea
1000005,Dempsey Pappion,Charles
1000005,Clifton 'Fou Fou' Eddie,Seb's Drummer
1000005,Cal Bennett,Seb's Sax Player
1000005,Nedra Wheeler,Seb's Bassist
1000005,Javier Gonzalez,Seb's Trumpeter
1000005,Khirye Tyler,Seb's Pianst
1000005,Briana Lee,Echo Backup Singer
1000005,Shaylah J. Stevens,Echo Backup Singer
1000005,Natalie Imani,Echo Backup Singer
1000005,Camryn Ray Cavaliero,Mia's Daughter
1000005,Sandra Rosko,Dream Audience
1000005,Arthur Horowitz,Fantasy Baby
1000005,Reshma Gajjar,Traffic Dancer - Girl #1
1000005,Candice Coke,Traffic Dancer - Girl #2
1000005,Hunter Hamilton,Traffic Dancer - 1st Man
1000005,Damian Gomez,Traffic Dancer - 2nd Man
1000005,Amanda Balen,Traffic Dancer - Conductor
1000005,Lou Becker,Traffic Dancer
1000005,Dominic Chaiduang,Traffic Dancer
1000005,Cindera Che,Traffic Dancer
1000005,Chris Moss,Traffic Dancer
1000005,Marissa Labog,Traffic Dancer
1000005,Tiffany Daniels,Traffic Dancer
1000005,Melinda Sullivan,Traffic Dancer
1000005,Stephanie Landwehr,Traffic Dancer
1000005,Britt Stewart,Traffic Dancer
1000005,Clarice Ordaz,Traffic Dancer
1000005,Nathan Prevost,Traffic Dancer
1000005,Mecca Vazie Andrews,Traffic Dancer
1000005,Scott Hislop,Hollywood Party Dancer - Creepy Guy
1000005,KC Monnie,Hollywood Party Dancer
1000005,Krystal Ellsworth,Hollywood Party Dancer
1000005,Sarah Mitchell,Hollywood Party Dancer
1000005,Khasan Brailsford,Hollywood Party Dancer
1000005,Morgan Larson,Hollywood Party Dancer
1000005,Becca Sweitzer,Restaurant Dancer
1000005,Gakenia Muigai,Restaurant Dancer
1000005,Michael Stein,Restaurant Dancer
1000005,Mario Diaz,Restaurant Dancer
1000005,Julie Schmid,Epilogue Dancer
1000005,Samantha Abrantes,Epilogue Dancer
1000005,Lexie Contursi,Epilogue Dancer
1000005,Eartha Robinson,Epilogue Dancer
1000005,Sybil Azur,Epilogue Dancer
1000005,Tara Nicole Hughes,Epilogue Dancer
1000005,Kayla Kalbfleisch,Epilogue Dancer
1000005,Martha Nichols,Epilogue Dancer
1000005,Anthony Marciona,Epilogue Dancer
1000005,Bill Prudich,Epilogue Dancer
1000005,Robert Roldan,Epilogue Dancer
1000005,Ryan Novak,Epilogue Dancer
1000005,Demian Boergadine,Epilogue Dancer
1000005,Gustavo Vargas,Epilogue Dancer
1000005,Robert Haynes,Angry Neighbor
1000005,Doran Butler,Traffic Dancer
1000005,Matt Cady,Traffic Dancer
1000005,Carol Connors,Traffic Dancer
1000005,Patrick Cook,Traffic Dancer
1000005,Aaron 'Deuce' Cooke,Traffic Dancer
1000005,Bubba Dean Rambo,Traffic Dancer
1000005,Nick Drago,Traffic Dancer
1000005,Shaun Evaristo,Traffic Dancer
1000005,Dana Fukagawa,Traffic Dancer
1000005,Daniel Gaymon,Traffic Dancer
1000005,Liz Imperio,Traffic Dancer
1000005,Casey Johansen,Traffic Dancer
1000005,Cris Judd,Traffic Dancer
1000005,Yoori Kim,Traffic Dancer
1000005,Bradley M. Rapier,Traffic Dancer
1000005,Dana Wilson,Traffic Dancer
1000005,Terrance Yates,Traffic Dancer
1000005,Tracy Shibata,Hollywood Party Dancer - Girl #1
1000005,Dominique Domingo,Hollywood Party Dancer - Girl #2
1000005,Asiel Hardison,Hollywood Party Dancer - Agent #1
1000005,Corey Anderson,Hollywood Party Dancer - Agent #2
1000005,Nick Baga,Hollywood Party Dancer - Agent #3
1000005,Leah Adler,Hollywood Party Dancer
1000005,Noel Bajandas,Hollywood Party Dancer
1000005,Denzel Chisolm,Hollywood Party Dancer
1000005,Montana Efaw,Hollywood Party Dancer
1000005,Natalie Gilmore,Hollywood Party Dancer
1000005,Shannon Holtzapffel,Hollywood Party Dancer
1000005,Galen Hooks,Hollywood Party Dancer
1000005,Jeremy Hudson,Hollywood Party Dancer
1000005,George Lawrence Jr.,Hollywood Party Dancer
1000005,Scott Myrick,Hollywood Party Dancer
1000005,Cassidy Noblett,Hollywood Party Dancer
1000005,Brittany Parks,Hollywood Party Dancer
1000005,Víctor Rojas,Hollywood Party Dancer
1000005,Tony Bellissimo,Echo Dancer
1000005,Ryan Ramirez,Echo Dancer
1000005,Catalina Cat Rendic,Echo Dancer
1000005,Bryan Tanaka,Echo Dancer
1000005,Ava Bernstine-Mitchell,Restaurant Dancer
1000005,Quinn Lipton,Restaurant Dancer
1000005,Monie Adamson,Epilogue Dancer
1000005,Matthew Aylward,Epilogue Dancer
1000005,McKenzie Anderson,Epilogue Dancer
1000005,Pamela Chu,Epilogue Dancer
1000005,Mallauri Esquibel,Epilogue Dancer
1000005,Michael Higgins,Epilogue Dancer
1000005,Chris Jarosz,Epilogue Dancer
1000005,Matthew Kazmierczak,Epilogue Dancer
1000005,Paul Kirkland,Epilogue Dancer
1000005,Megan Lawson,Epilogue Dancer
1000005,Michael Munday,Epilogue Dancer
1000005,Brandon O'Neal,Epilogue Dancer
1000005,Chelsea Thedinga,Epilogue Dancer
1000005,Danny Valle,Epilogue Dancer
1000005,Emily Williams,Epilogue Dancer
1000005,Jesse Houk,Kissing Couple (uncredited)
1000005,Tommy Cooley,Kissing Couple (uncredited)
1000005,Kristin Slaysman,Coffee Shop Customer (uncredited)
1000005,Melvin LaThomas Brimm,Waiter (uncredited)
1000005,Ana Flavia Gavlak,Young Actress (uncredited)
1000005,Tommy Otis,Extra - Robert Evans (uncredited)
1000005,Noah James,Young Man (uncredited)
1000005,Ottavio Taddei,Swing Dancer (uncredited)
1000005,Destinee Handly,Barista (uncredited)
1000005,Steffen Dziczek,Moviegoer (uncredited)
1000005,Vince Donvito,Coffee Guy (uncredited)
1000005,Kelly Kennedy,Bubblegum Girl (uncredited)
1000005,Patty Tobin,Casting Director (uncredited)
1000005,Crystal Nichol,Audition Actress (uncredited)
1000005,Kaye L. Morris,Producer's Girlfriend (uncredited)
1000005,Trent Kerpsack,Sailor (uncredited)
1000005,Jeremy Nathan Tisser,Freeway Truck Musician (uncredited)
1000005,Holly Houk,Kissing Couple (uncredited)
1000005,Andrea Lareo,Casting Assistant (uncredited)
1000005,April Martucci,Audition Girl (uncredited)
1000005,Heather Turman,Young Man's Date (uncredited)
1000005,Clarence Robinson,Lighthouse Bass Player (uncredited)
1000005,Jenna Curtis,Waitress (uncredited)
1000005,Dapo Torimiro,Jazz Club Guitar Player (uncredited)
1000005,Jordan Ray Fox,Nathan (uncredited)
1000005,Morgan Cohen,Kissing Couple (uncredited)
1000005,Anna Lunberry,Publicist (uncredited)
1000005,Christopher Aber,Cowboy (uncredited)
1000005,Margaret Newborn,Jazz Club Goer (uncredited)
1000005,Sasha Fine,Jazz Club Staff (uncredited)
1000005,C.J. Stussi,Espresso Coffee Shop Customer (uncredited)
1000005,Cameron Brinkman,Jazz Club Patron (uncredited)
1000005,Kristin Elliott,Audition Actress (uncredited)
1000005,Nadia Tumanova,Club Patron (uncredited)
1000005,Eren Kayakıran,Jazz Club Staff (uncredited)
1000005,Ali Arda Özdeniz,Jazz Club Staff (uncredited)
1000005,Phillip E. Walker,Jazz Club Patron (uncredited)
1000005,Susie Ganiere,Jazz Club Patron (uncredited)
1000005,Lynn Moore,Jazz Club Patron (uncredited)
1000005,Nilla Elizabeth Watkins,Coffee Shop Customer (uncredited)
1000005,Andres Perez-Molina,Coffee Shop Customer (uncredited)
1000005,Shannon Leann,Hollywood Starlet (uncredited)
1000005,Milica Govich,Coffee Shop Customer #2 (uncredited)
1000005,Frederick Keeve,Restaurant Patron (uncredited)
1000005,Amanda Fields,Red Head Actress (uncredited)
1000006,Cillian Murphy,J. Robert Oppenheimer
1000006,Emily Blunt,Kitty Oppenheimer
1000006,Matt Damon,Leslie Groves
1000006,Robert Downey Jr.,Lewis Strauss
1000006,Florence Pugh,Jean Tatlock
1000006,Josh Hartnett,Ernest Lawrence
1000006,Casey Affleck,Boris Pash
1000006,Rami Malek,David Hill
1000006,Kenneth Branagh,Niels Bohr
1000006,Benny Safdie,Edward Teller
1000006,Jason Clarke,Roger Robb
1000006,Dylan Arnold,Frank Oppenheimer
1000006,Tom Conti,Albert Einstein
1000006,James D'Arcy,Patrick Blackett
1000006,David Dastmalchian,William Borden
1000006,Dane DeHaan,Kenneth Nichols
1000006,Alden Ehrenreich,Senate Aide
1000006,Tony Goldwyn,Gordon Gray
1000006,Jefferson Hall,Haakon Chevalier
1000006,David Krumholtz,Isidor Rabi
1000006,Matthew Modine,Vannevar Bush
1000006,Scott Grimes,Counsel
1000006,Kurt Koehler,Thomas Morgan
1000006,John Gowans,Ward Evans
1000006,Macon Blair,Lloyd Garrison
1000006,Harry Groener,Senator McGee
1000006,Gregory Jbara,Chairman Magnuson
1000006,Ted King,Senator Bartlett
1000006,Tim DeKay,Senator Pastore
1000006,Steven Houska,Senator Scott
1000006,Petrie Willink,Dutch Student
1000006,Matthias Schweighöfer,Werner Heisenberg
1000006,Alex Wolff,Luis Alvarez
1000006,Josh Zuckerman,Rossi Lomanitz
1000006,Rory Keane,Hartland Snyder
1000006,Michael Angarano,Robert Serber
1000006,Emma Dumont,Jackie Oppenheimer
1000006,Sadie Stratton,Mary Washburn
1000006,Britt Kyle,Barbara Chevalier
1000006,Guy Burnet,George Eltenton
1000006,Tom Jenkins,Richard Tolman
1000006,Louise Lombard,Ruth Tolman
1000006,Michael Andrew Baker,Joe Volpe
1000006,Jeff Hephner,Congressman
1000006,Olli Haaskivi,Edward Condon
1000006,David Rysdahl,Donald Hornig
1000006,Josh Peck,Kenneth Bainbridge
1000006,Jack Quaid,Richard Feynman
1000006,Brett DelBuono,Concerned Scientist
1000006,Gustaf Skarsgård,Hans Bethe
1000006,James Urbaniak,Kurt Gödel
1000006,Trond Fausa Aurvåg,George Kistiakowsky
1000006,Devon Bostick,Seth Neddermeyer
1000006,Danny Deferrari,Enrico Fermi
1000006,Christopher Denham,Klaus Fuchs
1000006,Jessica Erin Martin,Charlotte Serber
1000006,Ronald Auguste,J. Ernest Wilkins
1000006,Máté Haumann,Leo Szilard
1000006,Olivia Thirlby,Lilli Hornig
1000006,Jack Cutmore-Scott,Lyall Johnson
1000006,Harrison Gilbertson,Philip Morrison
1000006,James Remar,Henry Stimson
1000006,Will Roberts,George C. Marshall
1000006,Pat Skipper,James Byrnes
1000006,Steve Coulter,James Conant
1000006,Jeremy John Wells,AAF Officer
1000006,Sean Avery,Weatherman
1000006,Adam Kroeger,Army Captain
1000006,Drew Kenney,Soldier
1000006,Bryce Johnson,AAF Officer 2
1000006,Flora Nolan,Burn Victim
1000006,Kerry Westcott,Laughing Woman
1000006,Christina Hogue,Kissing Woman
1000006,Clay Bunker,Kissing Man
1000006,Tyler Beardsley,Weeping Man
1000006,Maria Teresa Zuppetta,Consoling Woman
1000006,Kate French,Presidential Aide
1000006,Gary Oldman,Harry Truman
1000006,Hap Lawrence,Lyndon Johnson
1000006,Meg Schimelpfenig,Senator's Assistant (uncredited)
1000007,Matthew McConaughey,Joseph 'Coop' Cooper
1000007,Anne Hathaway,Dr. Amelia Brand
1000007,Michael Caine,Professor John Brand
1000007,Jessica Chastain,Murphy 'Murph' Cooper
1000007,Casey Affleck,Tom Cooper
1000007,Wes Bentley,Doyle
1000007,Topher Grace,Getty
1000007,Mackenzie Foy,Young Murph
1000007,Ellen Burstyn,Old Murph
1000007,John Lithgow,Donald
1000007,Bill Irwin,TARS (voice)
1000007,David Gyasi,Romilly
1000007,Timothée Chalamet,Young Tom
1000007,Matt Damon,Mann
1000007,Josh Stewart,CASE (voice)
1000007,Leah Cairns,Lois
1000007,Liam Dickinson,Coop
1000007,Francis X. McCarthy,Boots
1000007,William Devane,Williams
1000007,Andrew Borba,Smith
1000007,Elyes Gabel,Administrator
1000007,David Oyelowo,School Principal
1000007,Collette Wolfe,Ms. Hanley
1000007,Jeff Hephner,Doctor
1000007,Russ Fega,Crew Chief
1000007,Lena Georgas,Nurse Practitioner
1000007,Brooke Smith,Nurse
1000007,Griffen Fraser,Boy on Truck
1000007,Flora Nolan,Girl on Truck
1000007,Kristian Van der Heyden,Scientist (uncredited)
1000007,William Patrick Brown,NASA Employee (uncredited)
1000007,Benjamin Hardy,NASA Scientist (uncredited)
1000007,Joseph Oliveira,Astronaut (uncredited)
1000007,Alexander Michael Helisek,Construction Boss (uncredited)
1000007,Ryan Irving,Popcorn Seller (uncredited)
1000008,Joaquin Phoenix,Arthur Fleck / Joker
1000008,Robert De Niro,Murray Franklin
1000008,Zazie Beetz,Sophie Dumond
1000008,Frances Conroy,Penny Fleck
1000008,Brett Cullen,Thomas Wayne
1000008,Shea Whigham,Detective Burke
